user_id,timestamp,sentiment
U140,2025-07-07,-0.55
U140,2025-07-19,0.69
U140,2025-07-08,-0.21
U141,2025-07-15,0.66
U141,2025-07-19,0.82
U142,2025-07-16,0.95
U142,2025-07-24,-0.03
U142,2025-07-05,0.63
U142,2025-07-27,0.81
U142,2025-07-15,-0.33
U143,2025-07-27,0.47
U143,2025-07-14,0.95
U144,2025-07-30,0.9
U144,2025-07-25,0.38
U144,2025-07-27,0.06
U145,2025-07-15,0.05
U145,2025-07-21,-0.45
U145,2025-07-24,0.2
U145,2025-07-07,0.93
U145,2025-07-29,0.29
U146,2025-07-05,0.52
U146,2025-07-07,0.53
U146,2025-07-21,0.15
U147,2025-07-06,-0.33
U147,2025-07-14,0.4
U147,2025-07-17,-0.99
U148,2025-07-20,-0.68
U148,2025-07-22,-0.76
U148,2025-07-01,-0.32
U149,2025-07-26,0.54
U149,2025-07-13,0.98
U149,2025-07-25,0.16
U149,2025-07-06,-0.75
U150,2025-07-11,0.84
U150,2025-07-19,-0.55
U150,2025-07-27,0.42
U151,2025-07-27,-0.97
U151,2025-07-06,-0.84
U151,2025-07-11,-0.71
U151,2025-07-27,-0.27
U151,2025-07-20,-0.34
U152,2025-07-04,0.64
U152,2025-07-25,-0.22
U152,2025-07-28,-0.83
U152,2025-07-23,0.99
U153,2025-07-10,0.32
U153,2025-07-28,-0.57
U154,2025-07-03,0.29
U154,2025-07-13,0.95
U154,2025-07-30,-0.57
U154,2025-07-23,-0.95
U155,2025-07-14,0.31
U155,2025-07-20,0.18
U155,2025-07-29,0.26
U155,2025-07-29,-0.28
U155,2025-07-28,0.51
U156,2025-07-11,0.64
U156,2025-07-27,-0.23
U156,2025-07-22,-0.8
U157,2025-07-06,0.98
U157,2025-07-22,-0.65
U157,2025-07-01,0.38
U158,2025-07-06,-0.39
U158,2025-07-15,-0.72
U158,2025-07-02,-0.5
U158,2025-07-15,0.13
U158,2025-07-26,-0.15
U159,2025-07-19,-0.04
U159,2025-07-04,-0.88
U159,2025-07-16,-0.23
U159,2025-07-16,-1.0
U159,2025-07-11,-0.53
U160,2025-07-19,-0.5
U160,2025-07-07,0.02
U161,2025-07-06,-0.59
U161,2025-07-10,-0.82
U162,2025-07-24,-0.2
U162,2025-07-07,-0.23
U162,2025-07-13,-0.08
U162,2025-07-17,-0.64
U162,2025-07-29,0.68
U163,2025-07-05,-0.4
U163,2025-07-10,0.34
U163,2025-07-20,-0.49
U164,2025-07-23,0.41
U164,2025-07-23,-0.18
U165,2025-07-16,-0.13
U165,2025-07-14,0.43
U165,2025-07-06,-0.15
U165,2025-07-15,0.42
U165,2025-07-06,0.4
U166,2025-07-15,-0.06
U166,2025-07-17,-0.08
U166,2025-07-17,0.91
U166,2025-07-14,-0.07
U167,2025-07-13,0.85
U167,2025-07-25,0.66
U167,2025-07-30,-0.55
U167,2025-07-01,-0.14
U168,2025-07-25,0.17
U168,2025-07-10,0.26
U168,2025-07-22,-0.62
U169,2025-07-25,0.4
U169,2025-07-14,0.34
U169,2025-07-08,-0.76
U169,2025-07-07,0.46
U170,2025-07-23,0.07
U170,2025-07-03,0.29
U171,2025-07-17,-0.71
U171,2025-07-03,0.57
U171,2025-07-09,-0.06
U171,2025-07-04,-0.13
U171,2025-07-10,0.75
U172,2025-07-06,0.56
U172,2025-07-07,0.05
U172,2025-07-27,0.35
U173,2025-07-02,0.2
U173,2025-07-13,-0.25
U173,2025-07-18,-0.35
U173,2025-07-19,-0.16
U174,2025-07-23,0.98
U174,2025-07-08,-0.15
U175,2025-07-14,-0.22
U175,2025-07-05,0.3
U175,2025-07-25,0.0
U175,2025-07-09,-0.97
U175,2025-07-18,-0.74
U176,2025-07-28,-0.55
U176,2025-07-27,0.16
U176,2025-07-05,-0.87
U176,2025-07-28,0.27
U176,2025-07-13,-0.3
U177,2025-07-26,0.2
U177,2025-07-04,0.11
U177,2025-07-23,-0.25
U178,2025-07-12,-0.64
U178,2025-07-11,0.61
U179,2025-07-17,0.0
U179,2025-07-11,-0.45
U179,2025-07-27,0.45
U179,2025-07-28,0.23
U179,2025-07-05,0.06
U180,2025-07-19,0.74
U180,2025-07-16,-0.81
U180,2025-07-09,0.79
U180,2025-07-16,-0.82
U180,2025-07-17,-0.46
U181,2025-07-08,-0.82
U181,2025-07-06,-0.2
U181,2025-07-21,-0.56
U182,2025-07-15,-0.89
U182,2025-07-18,0.65
U182,2025-07-01,0.62
U182,2025-07-22,0.3
U183,2025-07-16,-0.67
U183,2025-07-24,0.29
U183,2025-07-16,0.46
U183,2025-07-10,-0.94
U183,2025-07-06,0.67
U184,2025-07-09,-0.54
U184,2025-07-22,-0.78
U184,2025-07-17,0.25
U185,2025-07-26,0.51
U185,2025-07-06,0.6
U186,2025-07-20,-0.11
U186,2025-07-11,0.27
U186,2025-07-05,0.43
U186,2025-07-18,0.84
U187,2025-07-13,-0.2
U187,2025-07-25,-0.55
U187,2025-07-16,0.12
U187,2025-07-12,0.57
U187,2025-07-10,-0.89
U188,2025-07-09,-0.41
U188,2025-07-17,-0.04
U188,2025-07-24,0.35
U188,2025-07-12,0.36
U189,2025-07-08,0.68
U189,2025-07-10,0.39
U190,2025-07-02,-0.43
U190,2025-07-29,-0.81
U190,2025-07-26,-0.46
U190,2025-07-29,-0.98
U190,2025-07-17,0.97
U191,2025-07-08,0.64
U191,2025-07-04,0.76
U191,2025-07-14,-0.12
U191,2025-07-07,-0.35
U191,2025-07-04,-0.98
U192,2025-07-29,0.7
U192,2025-07-23,-0.4
U192,2025-07-29,0.89
U192,2025-07-17,-0.92
U193,2025-07-19,-0.96
U193,2025-07-23,0.26
U193,2025-07-01,-0.75
U193,2025-07-21,-0.66
U193,2025-07-28,-0.33
U194,2025-07-11,0.95
U194,2025-07-25,0.85
U194,2025-07-25,-0.75
U194,2025-07-23,-0.24
U195,2025-07-11,0.34
U195,2025-07-18,0.88
U195,2025-07-09,0.93
U196,2025-07-22,-0.03
U196,2025-07-24,0.29
U197,2025-07-14,0.31
U197,2025-07-23,0.95
U198,2025-07-09,0.12
U198,2025-07-15,0.41
U198,2025-07-05,-0.18
U198,2025-07-03,0.49
U198,2025-07-01,0.29
U199,2025-07-17,0.81
U199,2025-07-01,-0.96
U199,2025-07-15,0.88
U199,2025-07-05,-0.64
U200,2025-07-09,0.7
U200,2025-07-19,-0.09
U201,2025-07-16,1.0
U201,2025-07-25,-0.64
U201,2025-07-02,0.43
U202,2025-07-15,0.07
U202,2025-07-15,-0.93
U202,2025-07-12,0.84
U202,2025-07-27,0.71
U203,2025-07-24,0.99
U203,2025-07-11,-0.76
U203,2025-07-05,-0.55
U203,2025-07-21,-0.5
U204,2025-07-04,-0.04
U204,2025-07-25,-0.05
U204,2025-07-20,-0.25
U205,2025-07-12,0.16
U205,2025-07-01,-0.72
U205,2025-07-02,-0.76
U205,2025-07-23,0.72
U206,2025-07-19,-0.09
U206,2025-07-12,-0.23
U206,2025-07-26,-0.33
U207,2025-07-29,-0.03
U207,2025-07-05,0.1
U207,2025-07-16,0.21
U207,2025-07-18,-0.75
U208,2025-07-10,-1.0
U208,2025-07-03,-0.29
U208,2025-07-21,0.11
U208,2025-07-22,-0.06
U208,2025-07-10,0.19
U209,2025-07-11,0.53
U209,2025-07-18,0.56
U209,2025-07-14,0.77
U209,2025-07-27,-0.82
U210,2025-07-02,0.41
U210,2025-07-02,0.65
U210,2025-07-15,-0.32
U211,2025-07-06,0.36
U211,2025-07-26,-0.19
U211,2025-07-12,-0.73
U212,2025-07-20,0.59
U212,2025-07-26,-0.69
U212,2025-07-07,-0.06
U212,2025-07-12,0.63
U212,2025-07-29,-0.77
U213,2025-07-02,0.11
U213,2025-07-12,-0.32
U214,2025-07-06,-0.79
U214,2025-07-20,-0.54
U215,2025-07-25,0.15
U215,2025-07-15,0.2
U215,2025-07-14,-0.64
U215,2025-07-01,-0.6
U216,2025-07-20,0.97
U216,2025-07-29,0.81
U216,2025-07-28,-0.71
U217,2025-07-08,0.88
U217,2025-07-14,-0.17
U217,2025-07-09,-0.28
U217,2025-07-10,0.65
U218,2025-07-25,-0.97
U218,2025-07-29,0.7
U218,2025-07-22,0.4
U218,2025-07-06,0.74
U219,2025-07-06,-0.27
U219,2025-07-19,0.16
U220,2025-07-01,-0.99
U220,2025-07-01,-0.34
U221,2025-07-10,-0.13
U221,2025-07-08,0.54
U221,2025-07-14,-0.4
U221,2025-07-04,-0.86
U221,2025-07-08,0.19
U222,2025-07-11,-0.1
U222,2025-07-23,0.7
U223,2025-07-12,0.05
U223,2025-07-03,0.14
U223,2025-07-13,0.37
U223,2025-07-08,-0.01
U224,2025-07-05,0.22
U224,2025-07-19,0.1
U225,2025-07-16,-0.27
U225,2025-07-27,0.75
U225,2025-07-22,0.74
U226,2025-07-05,-0.27
U226,2025-07-12,-0.06
U226,2025-07-24,0.11
U226,2025-07-16,-0.86
U226,2025-07-04,-0.78
U227,2025-07-15,-0.89
U227,2025-07-17,0.24
U227,2025-07-07,-0.35
U228,2025-07-23,0.68
U228,2025-07-16,-0.82
U229,2025-07-28,0.38
U229,2025-07-26,-0.54
U229,2025-07-14,0.34
U229,2025-07-25,0.91
U230,2025-07-23,-0.23
U230,2025-07-01,-0.44
U231,2025-07-14,0.71
U231,2025-07-18,-0.47
U231,2025-07-20,0.95
U231,2025-07-19,0.12
U231,2025-07-05,-0.47
U232,2025-07-21,0.3
U232,2025-07-12,-0.05
U232,2025-07-20,-0.6
U232,2025-07-22,-0.3
U233,2025-07-17,-0.36
U233,2025-07-07,0.27
U233,2025-07-11,-0.85
U233,2025-07-08,0.94
U233,2025-07-12,-0.69
U234,2025-07-08,0.58
U234,2025-07-11,0.78
U235,2025-07-10,-0.16
U235,2025-07-08,0.42
U235,2025-07-24,-0.78
U236,2025-07-15,0.21
U236,2025-07-23,0.56
U236,2025-07-02,-0.18
U237,2025-07-24,-0.65
U237,2025-07-12,-0.67
U237,2025-07-12,-0.36
U237,2025-07-28,-0.72
U237,2025-07-15,-0.28
U238,2025-07-28,-0.63
U238,2025-07-06,0.65
U238,2025-07-20,-0.94
U239,2025-07-25,-0.55
U239,2025-07-02,0.59
U239,2025-07-27,-0.71
U239,2025-07-22,-0.18
U239,2025-07-03,0.83
U240,2025-07-28,0.95
U240,2025-07-02,0.28
U241,2025-07-21,0.88
U241,2025-07-28,0.21
U242,2025-07-08,-0.4
U242,2025-07-16,-0.82
U242,2025-07-11,-0.02
U243,2025-07-05,0.48
U243,2025-07-25,-0.68
U244,2025-07-02,0.86
U244,2025-07-21,-0.94
U245,2025-07-11,-0.98
U245,2025-07-12,0.97
U246,2025-07-20,-0.49
U246,2025-07-10,0.39
U246,2025-07-09,-0.24
U246,2025-07-08,-0.59
U246,2025-07-24,0.64
U247,2025-07-07,-0.86
U247,2025-07-13,0.2
U247,2025-07-13,-0.52
U247,2025-07-05,0.25
U247,2025-07-26,0.73
U248,2025-07-08,-0.88
U248,2025-07-16,-0.22
U248,2025-07-09,-0.02
U249,2025-07-09,0.78
U249,2025-07-18,-0.62
U250,2025-07-08,0.9
U250,2025-07-17,0.5
U250,2025-07-27,0.03
U250,2025-07-01,0.26
U251,2025-07-23,0.75
U251,2025-07-30,-0.71
U251,2025-07-07,-0.67
U251,2025-07-08,0.46
U251,2025-07-23,0.07
U252,2025-07-16,0.21
U252,2025-07-24,-0.12
U253,2025-07-09,0.24
U253,2025-07-21,-0.56
U253,2025-07-14,0.12
U254,2025-07-16,-0.52
U254,2025-07-20,0.53
U255,2025-07-15,-0.78
U255,2025-07-18,-0.32
U255,2025-07-26,-0.35
U256,2025-07-06,0.68
U256,2025-07-19,0.68
U257,2025-07-12,-0.29
U257,2025-07-23,0.02
U257,2025-07-30,-0.24
U258,2025-07-24,-0.27
U258,2025-07-14,0.63
U258,2025-07-03,-0.16
U258,2025-07-15,-0.34
U259,2025-07-30,-0.19
U259,2025-07-20,-0.32
U259,2025-07-13,0.26
U259,2025-07-17,-0.75
U260,2025-07-29,-0.52
U260,2025-07-28,-0.77
U260,2025-07-18,-0.3
U260,2025-07-23,0.73
U260,2025-07-01,-0.51
U261,2025-07-09,0.69
U261,2025-07-17,0.46
U261,2025-07-25,-0.54
U261,2025-07-22,-0.42
U262,2025-07-15,0.58
U262,2025-07-16,0.1
U262,2025-07-28,-0.26
U262,2025-07-07,-0.44
U263,2025-07-02,-0.58
U263,2025-07-24,-0.6
U263,2025-07-29,0.37
U263,2025-07-18,-0.98
U263,2025-07-26,-0.06
U264,2025-07-05,0.15
U264,2025-07-29,0.62
U264,2025-07-04,0.08
U264,2025-07-30,-0.94
U265,2025-07-11,0.27
U265,2025-07-28,0.88
U266,2025-07-18,0.7
U266,2025-07-16,0.33
U266,2025-07-22,0.06
U267,2025-07-09,-0.29
U267,2025-07-22,0.91
U268,2025-07-11,0.25
U268,2025-07-15,0.65
U268,2025-07-02,-0.83
U269,2025-07-06,0.71
U269,2025-07-17,0.68
U270,2025-07-19,0.12
U270,2025-07-06,0.18
U270,2025-07-02,0.94
U271,2025-07-24,-0.13
U271,2025-07-04,0.56
U271,2025-07-01,-0.79
U271,2025-07-01,-0.62
U272,2025-07-03,-0.0
U272,2025-07-24,0.15
U272,2025-07-14,0.77
U272,2025-07-12,0.35
U272,2025-07-20,-0.18
U273,2025-07-25,0.24
U273,2025-07-12,0.28
U273,2025-07-18,0.14
U273,2025-07-29,-0.5
U273,2025-07-13,-0.33
U274,2025-07-25,0.6
U274,2025-07-23,0.2
U275,2025-07-30,-0.57
U275,2025-07-20,0.13
U275,2025-07-05,-0.97
U275,2025-07-16,0.57
U276,2025-07-18,-0.94
U276,2025-07-22,0.11
U276,2025-07-20,-0.76
U277,2025-07-06,0.9
U277,2025-07-20,-0.89
U277,2025-07-27,0.66
U278,2025-07-26,-0.89
U278,2025-07-15,0.68
U278,2025-07-25,0.8
U278,2025-07-07,-0.89
U278,2025-07-16,-0.64
U279,2025-07-04,0.59
U279,2025-07-14,-0.39
U279,2025-07-04,0.21
U279,2025-07-03,0.24
U279,2025-07-15,0.82
U280,2025-07-07,0.36
U280,2025-07-27,-0.03
U280,2025-07-06,-0.24
U280,2025-07-06,0.04
U280,2025-07-13,0.55
U281,2025-07-27,0.14
U281,2025-07-16,-0.23
U281,2025-07-25,0.12
U282,2025-07-28,-0.34
U282,2025-07-04,-0.98
U282,2025-07-21,-0.15
U282,2025-07-11,-0.73
U283,2025-07-05,0.64
U283,2025-07-17,0.99
U283,2025-07-25,0.15
U283,2025-07-21,0.02
U283,2025-07-16,-0.38
U284,2025-07-10,-0.95
U284,2025-07-11,0.94
U284,2025-07-19,0.01
U285,2025-07-27,-0.31
U285,2025-07-29,0.02
U286,2025-07-21,-0.7
U286,2025-07-23,-0.89
U286,2025-07-15,0.52
U287,2025-07-19,-0.99
U287,2025-07-20,0.9
U287,2025-07-04,0.68
U287,2025-07-02,0.79
U288,2025-07-18,0.05
U288,2025-07-01,-0.45
U289,2025-07-13,-0.33
U289,2025-07-25,0.21
U289,2025-07-29,0.29
U289,2025-07-06,-0.82
U289,2025-07-06,-0.49
U290,2025-07-12,-0.92
U290,2025-07-29,-0.22
U291,2025-07-21,-0.54
U291,2025-07-11,-0.39
U292,2025-07-25,-0.09
U292,2025-07-11,-0.6
U292,2025-07-18,0.84
U292,2025-07-22,-0.26
U292,2025-07-11,-0.02
U293,2025-07-17,0.51
U293,2025-07-14,0.11
U293,2025-07-13,-0.91
U294,2025-07-24,0.16
U294,2025-07-29,-0.95
U294,2025-07-06,-0.39
U295,2025-07-18,-0.1
U295,2025-07-06,0.07
U295,2025-07-02,-0.53
U296,2025-07-29,-0.27
U296,2025-07-22,0.86
U296,2025-07-12,0.29
U296,2025-07-23,0.43
U297,2025-07-03,-0.87
U297,2025-07-24,-0.83
U297,2025-07-16,0.19
U297,2025-07-29,-0.42
U297,2025-07-11,-0.67
U298,2025-07-02,0.42
U298,2025-07-24,-0.15
U299,2025-07-28,0.61
U299,2025-07-05,-0.86
U299,2025-07-17,0.77
U300,2025-07-03,0.11
U300,2025-07-29,0.55
