user_id,timestamp,action,off_hours
U227,2025-07-23,login,1
U227,2025-07-21,vpn,0
U227,2025-07-29,login,0
U228,2025-07-25,login,1
U228,2025-07-25,db_access,1
U229,2025-07-30,login,0
U229,2025-07-01,vpn,0
U230,2025-07-12,login,1
U230,2025-07-29,vpn,0
U231,2025-07-07,vpn,0
U231,2025-07-03,file_download,0
U231,2025-07-12,login,0
U231,2025-07-17,file_download,1
U232,2025-07-24,vpn,1
U232,2025-07-22,logout,0
U233,2025-07-18,file_download,1
U233,2025-07-25,login,1
U233,2025-07-07,vpn,1
U234,2025-07-08,db_access,1
U234,2025-07-24,db_access,1
U235,2025-07-17,vpn,1
U235,2025-07-21,file_download,0
U235,2025-07-05,file_download,0
U236,2025-07-12,login,0
U236,2025-07-03,logout,0
U236,2025-07-10,db_access,0
U236,2025-07-21,db_access,0
U237,2025-07-05,db_access,1
U237,2025-07-24,db_access,1
U237,2025-07-28,db_access,1
U238,2025-07-14,vpn,0
U238,2025-07-12,db_access,0
U238,2025-07-13,vpn,0
U238,2025-07-11,logout,0
U238,2025-07-12,logout,1
U239,2025-07-04,file_download,0
U239,2025-07-25,vpn,1
U240,2025-07-30,login,0
U240,2025-07-10,logout,1
U240,2025-07-21,db_access,0
U240,2025-07-03,logout,1
U241,2025-07-07,logout,0
U241,2025-07-05,vpn,1
U241,2025-07-08,db_access,0
U241,2025-07-06,logout,0
U242,2025-07-09,login,0
U242,2025-07-23,login,0
U242,2025-07-11,vpn,0
U242,2025-07-15,vpn,1
U242,2025-07-01,login,1
U243,2025-07-01,logout,1
U243,2025-07-05,login,1
U244,2025-07-23,db_access,1
U244,2025-07-04,file_download,0
U244,2025-07-26,vpn,0
U244,2025-07-11,db_access,0
U244,2025-07-28,vpn,1
U245,2025-07-25,login,0
U245,2025-07-24,login,1
U245,2025-07-21,login,0
U245,2025-07-04,login,0
U245,2025-07-19,file_download,0
U246,2025-07-29,login,0
U246,2025-07-05,logout,0
U246,2025-07-24,login,1
U246,2025-07-09,vpn,1
U247,2025-07-23,file_download,1
U247,2025-07-11,login,0
U248,2025-07-26,vpn,0
U248,2025-07-17,vpn,0
U249,2025-07-10,file_download,1
U249,2025-07-02,file_download,1
U249,2025-07-02,file_download,0
U250,2025-07-29,file_download,0
U250,2025-07-02,login,1
U251,2025-07-22,vpn,1
U251,2025-07-21,vpn,1
U251,2025-07-04,db_access,0
U251,2025-07-26,db_access,1
U252,2025-07-10,db_access,0
U252,2025-07-11,vpn,0
U252,2025-07-11,db_access,0
U252,2025-07-30,logout,1
U252,2025-07-19,login,0
U253,2025-07-10,logout,0
U253,2025-07-05,db_access,1
U254,2025-07-22,login,0
U254,2025-07-14,file_download,0
U254,2025-07-23,vpn,1
U254,2025-07-03,vpn,0
U254,2025-07-18,db_access,1
U255,2025-07-01,vpn,1
U255,2025-07-17,db_access,0
U256,2025-07-17,db_access,1
U256,2025-07-20,file_download,1
U257,2025-07-15,file_download,0
U257,2025-07-04,logout,1
U257,2025-07-25,db_access,1
U257,2025-07-27,login,0
U258,2025-07-26,vpn,1
U258,2025-07-28,logout,1
U259,2025-07-16,file_download,0
U259,2025-07-09,login,1
U259,2025-07-21,logout,1
U259,2025-07-26,file_download,0
U260,2025-07-23,login,1
U260,2025-07-22,vpn,1
U260,2025-07-16,login,0
U260,2025-07-09,vpn,1
U261,2025-07-22,db_access,1
U261,2025-07-27,file_download,0
U261,2025-07-01,vpn,1
U262,2025-07-11,file_download,1
U262,2025-07-17,vpn,1
U262,2025-07-01,vpn,0
U263,2025-07-16,login,0
U263,2025-07-13,login,1
U263,2025-07-01,vpn,0
U263,2025-07-14,login,0
U263,2025-07-12,vpn,1
U264,2025-07-04,file_download,1
U264,2025-07-13,file_download,1
U264,2025-07-28,file_download,1
U265,2025-07-18,db_access,1
U265,2025-07-10,login,1
U265,2025-07-19,vpn,0
U265,2025-07-27,file_download,1
U266,2025-07-06,db_access,1
U266,2025-07-18,file_download,0
U266,2025-07-09,file_download,1
U267,2025-07-16,file_download,1
U267,2025-07-08,logout,0
U267,2025-07-06,file_download,1
U268,2025-07-22,vpn,1
U268,2025-07-22,vpn,1
U268,2025-07-11,logout,1
U268,2025-07-22,db_access,0
U269,2025-07-17,file_download,0
U269,2025-07-17,db_access,0
U269,2025-07-22,login,1
U269,2025-07-24,vpn,0
U269,2025-07-07,db_access,0
U270,2025-07-09,logout,1
U270,2025-07-13,login,1
U270,2025-07-20,vpn,1
U271,2025-07-05,file_download,0
U271,2025-07-14,logout,1
U271,2025-07-07,vpn,0
U271,2025-07-29,vpn,0
U272,2025-07-19,file_download,0
U272,2025-07-18,db_access,0
U272,2025-07-26,login,0
U273,2025-07-30,login,1
U273,2025-07-10,db_access,0
U273,2025-07-16,login,1
U273,2025-07-03,logout,0
U274,2025-07-29,login,1
U274,2025-07-19,logout,0
U275,2025-07-30,logout,1
U275,2025-07-16,file_download,1
U275,2025-07-30,vpn,1
U275,2025-07-09,login,0
U276,2025-07-19,file_download,0
U276,2025-07-27,file_download,1
U276,2025-07-29,vpn,1
U276,2025-07-27,file_download,1
U276,2025-07-18,login,1
U277,2025-07-07,login,1
U277,2025-07-05,file_download,1
U277,2025-07-22,db_access,1
U278,2025-07-27,logout,0
U278,2025-07-17,db_access,0
U278,2025-07-24,logout,0
U278,2025-07-29,vpn,0
U279,2025-07-26,file_download,1
U279,2025-07-04,vpn,0
U279,2025-07-21,login,0
U279,2025-07-08,vpn,1
U279,2025-07-03,logout,0
U280,2025-07-04,logout,1
U280,2025-07-15,db_access,1
U280,2025-07-07,login,1
U280,2025-07-13,logout,1
U281,2025-07-14,logout,0
U281,2025-07-02,db_access,1
U282,2025-07-07,login,0
U282,2025-07-13,vpn,0
U282,2025-07-17,vpn,0
U282,2025-07-23,file_download,0
U283,2025-07-03,logout,1
U283,2025-07-03,login,0
U283,2025-07-08,logout,0
U283,2025-07-09,file_download,1
U283,2025-07-07,db_access,1
U284,2025-07-30,file_download,0
U284,2025-07-06,file_download,0
U284,2025-07-23,login,1
U284,2025-07-30,login,1
U284,2025-07-16,login,0
U285,2025-07-19,logout,1
U285,2025-07-26,db_access,1
U285,2025-07-01,login,0
U285,2025-07-18,vpn,0
U285,2025-07-15,db_access,0
U286,2025-07-18,login,0
U286,2025-07-29,login,1
U286,2025-07-13,db_access,0
U286,2025-07-12,login,1
U287,2025-07-28,vpn,1
U287,2025-07-17,logout,0
U288,2025-07-06,file_download,1
U288,2025-07-09,db_access,0
U288,2025-07-20,logout,0
U288,2025-07-15,login,0
U289,2025-07-17,vpn,0
U289,2025-07-13,file_download,1
U289,2025-07-15,vpn,1
U290,2025-07-11,login,1
U290,2025-07-19,logout,1
U290,2025-07-28,file_download,1
U290,2025-07-25,db_access,0
U291,2025-07-27,login,1
U291,2025-07-30,file_download,0
U292,2025-07-05,vpn,0
U292,2025-07-25,login,1
U292,2025-07-05,db_access,1
U292,2025-07-09,vpn,1
U293,2025-07-11,logout,0
U293,2025-07-29,login,0
U293,2025-07-09,login,1
U294,2025-07-20,login,0
U294,2025-07-26,db_access,1
U294,2025-07-20,logout,0
U295,2025-07-11,logout,0
U295,2025-07-05,db_access,1
U295,2025-07-13,logout,0
U296,2025-07-17,file_download,0
U296,2025-07-13,file_download,1
U297,2025-07-06,login,1
U297,2025-07-06,file_download,0
U297,2025-07-27,db_access,0
U297,2025-07-16,logout,0
U297,2025-07-27,login,1
U298,2025-07-09,login,1
U298,2025-07-18,login,0
U299,2025-07-08,login,0
U299,2025-07-01,vpn,1
U300,2025-07-27,login,1
U300,2025-07-17,vpn,0
U300,2025-07-21,file_download,1
U300,2025-07-28,vpn,0
U103,2025-07-11,confidential_access,1
U103,2025-07-09,confidential_access,1
U103,2025-07-25,confidential_access,1
U236,2025-07-24,confidential_access,1
U236,2025-07-01,confidential_access,1
U236,2025-07-20,confidential_access,1
U159,2025-07-17,confidential_access,1
U159,2025-07-16,confidential_access,1
U159,2025-07-22,confidential_access,1
U224,2025-07-28,confidential_access,1
U224,2025-07-06,confidential_access,1
U224,2025-07-06,confidential_access,1
U255,2025-07-07,confidential_access,1
U255,2025-07-13,confidential_access,1
U255,2025-07-29,confidential_access,1
